english,santhali_devanagari,source,verified
tally,मिल़ाव,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
tally card,मिल़ाव कागोच ्,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
tampering,गोड़बोड़ क़ामी,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
tangible,मूर्त,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
tangible asset,मूर्त सोम्पत्ति,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
tape,1. टे प ् 2. पित़ा,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
tapping,बेवहार आ़गू,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
tardiness,1. ओलोस 2. लेंगाडोच ्,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
target,जोस,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
target date,जोस म़ाहित ्,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
tariff,टै रिफ,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
tarnish,मुलिन,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
task,क़ामी,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
task force,क़ामीयाःको,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
tax,खाजना,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
tax abatement,खाजना रे छाड़,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
taxable,खाजना एमाः,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
taxable income,खाजना एमाः आय,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
tax adjustment,काजना एममेटाव,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
tax assessment,1. खाजना ठावका ़ 2. खाजना कागोच ्,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
taxation,खाजना लागाव,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
tax avoidance (tax loophole),खाजना ओचोः,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
tax consultant,खाजना गालमाराव एमोगिच ्,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
tax declaration,खाजना घोषना,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
tax deducted at source,खाजना रे गेत ्,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
tax deduction,खाजना गेत ्,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
tax evasion,खाजना घ़ाड़िच ्,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
tax exemption,खाजना रे छाड़,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
tax free,खाजना रे बाद,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
tax payer,खाजना एमोगिच ्,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
tax rebate,खाजना रे कोम,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
tax return,खाजना रुव़ाड़,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
tax schedule,खाजना सुची,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
team spirit,गोपाते उइहार,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
team work,गपाते क़ामी,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
tear gas,में त ्‌दाः गैस,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
technical,1. टोकनिकल 2. तकनीकी,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
technical advice,तकनीकी सोलहे,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
technical college,तकनीकी जेगेदबिरदागाड़,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
technical data,तकनीकी आंकड़ा,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
technical post,तकनीकी हुदा,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
technical qualification,तकनीकी सिदसाकाम,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
technical skill,तकनीकी दाड़े,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
technical term,तकनीकी साबाद,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
technical training,तकनीकी सेचेत्एम,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
technician,तकनीशियन,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
technique,तकनीकियू,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
technocracy,तकनोक्रेशी,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
technocrat,तेकनोक्रेट,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
technological,तकनोलोजिकेल,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
technologist,तकनोलोजिस्ट,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
technology,तकनोलोजी,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
telebanking,टे लीबैंकिग,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
telegram,टे लीग्राम,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
telegraphic address,टे लीग्राफीक ठिकाना,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
telegraphy,टे लीग्राभी,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
teleprinter message,टे लेप्रिन्टर खोबोर,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
television,स़ागिञ ञेलेलोम,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
teleworking,स़ागिञ क़ामी,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
telex,टे लेक्स,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
teller,लेखायिच ्,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
temper,1. मिजाज 2. स्वभाव,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
temperament,सोभाव चरित,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
temperamental,ऱागियिच ्,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
temperature,लोलो,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
tempo,1. टे म्पो,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
temporary,1. टे म्पररी 2. बेथानित ्,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
temporary advance,बेथानित ् माड़ाङते,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
temporary appointment,बेभानित ् बाहाल,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
temporary disability,1. बेथानित ् बेदाडेयिच ् 2. बेथानित ् बाङकेटे यिच ्,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
temporary post,बेथानित ् ठाँव,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
temporary restriction,बेथानित आकोट,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
temporary vacancy,बेथानित ख़ाली,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
temptation,लोभाव एम,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
tenable,मान,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
tenacity,केदे च ्,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
tenancy,1. कारतकारी 2. भाड़ायिच,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
tenant,भाड़ाएमोगिच ्,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
tendency,1. हे वा 2. रुझान 3. गुऩान,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
tender,टे डर,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
tender box,टें डर बाक्स,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
tenderer,टें डर हाताविच ्,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
tender notice,टे डर नोटिस,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
tentative,मुच़ातम़ाहित ्,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
tenure,1. क़ामी ओक्तो 2. मेयाद,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
tenure of land,पट्टेदारी,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
tenure of office,पट्टे तारी रे नाः मेयाद,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
tenure of post,1. पोद रे ना ओक्तो 2. मेयाद सोमोय,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
tenure of work,क़ामी रे नाः ओक्तो,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
tenure post,क़ामी रे नाः पोस्ट,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
term,1. ओक्तो 2. मेयाद 3. सोमोय,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
terminable,मुच़ात रे नाः,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
terminal (report etc.),1. ओचो 2. ओडोक,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
terminal tax,सीमा रे नाः खाजना,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
termination,1. मुच़ात ् रे नाः ओक्तो 2. बोदोल,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
termination clause,मुच़ात ् रे नाः हाटिञ ़,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
termination notice,मुच़ात ् रे नाः खोबोर,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
termination of service,क़ामी-मुच़ात ्,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
terminology,साबाद सांड़ेस,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
term loan,मेयादी रिन,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
term of office,1. बोद रे नाः मेयाद 2. पदावधि,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
terms,1. सोरतो 2. जोनोड़ 3. स़ाग़ाई,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
terms and conditions,सोरतो आर ल़ागिय़ा,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
terms of delivery,1. बिदाय रे नाः सोरतो 2. ओडोक रे नाः सोरतो,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
terms of reference,बिचार रे नाः विषय,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
terms of service,क़ामी रे नाः सोरतो,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
territory,पोनोत,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
terror,1. लोलोहाताङिया 2. हुलगारिया,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
terrorism,1. हुलगाव 2. हुलसाय,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
terrorist,हुलगारिया,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
tertiary benefit,पेलकान लाभ,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
test,1. चाखा 2. बिड़ाव,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
testament,1. सानाकागोच ् 2. किरयाकागोच ्,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
test charge,विड़ाव खोरोच ्,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
test check,नमूना बिड़ाव,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
tester,विड़ाविच ्,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
testify,साखईएम,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
testimonial,1. रांसापत्र 2. साखी कागोच ्,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
testimony,साखी,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
testing report,1. जांचरिपोट 2. साखी रिपोट,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
text,पाड़हाव,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
thankful,1. आसीस 2. सारहाव,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
theme,1. विषयवस्तु 2. जिनिततेत ्,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
therapy,रानोः,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
third party,1. एटाः पाटी 2. एटाः होड़,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
thoroughly,1. रोटाल 2. एयहप ् खोन मुच़ात ्,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
thoughtful,1. विचारतेयाः 2. उइह़ारतेयाः,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
threat,1. बोतोरहोचो 2. धोमकी,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
thrift,1. कोमखोरोच ् 2. बाञ्चाव,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
through,होतेते,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
throw out,गिडीकाः,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
thumb impression,क़ाटुप ् चिखना,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
thumping majority,भारी बहुमत 2. बाड़ती मोतञाम,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
ticket,टिकट,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
tie,1. दोल 2. गांठ,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
tied loan,मेयादी रिन,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
tier,1. टीयर 2. छाप,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
tilt,झक ु ़ाव,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
time,1. ओक्तो 2. सोमोय 3. बेर,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
time allowed,ओक्तो एमेत ्,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
time barred,ओक्तोनापित,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
time bound,1. ओक्तोरे 2. सोमोयरे,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
time card,ओक्तो-कार्ड,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
time keeping,सोमोय हाताव,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
time limit,सोमोय सिमा,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
time off,1. ओक्तो चाबायेना 2. ओक्तो मच ु ़ात ्,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
time overrun,ओक्तो पारोमेना,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
timed programme,ओक्तो रे क़ामीहोरा,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
time rate (time work),ओक्तो रे क़ामी,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
time recording machine,ओक्तो रे कोड़ मिसिन,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
time scale,1. ओक्तो रे नाः मान 2. ओक्तो रे नाः दोरमाहा,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
time schedule,ओक्तो ढावका,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
time stamp,ओक्तो मुहर,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
time study equipment,ओक्तो रे पाड़हाव रे नाः सामानको,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
time table,ओक्तो तालिका,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
timing,सोमोयरे,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
tips,1. माड़ाङ इसारी 2. एदोहोप ् संकेत ्,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
title,1. उपाधि 2. मुड़हे त ् 3. बोहोः,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
title holder,होकदारी,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
toilet,1. उमओड़ाः 2. दाःसेन ओड़ाः,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
token,1. चिहना 2. इसारा,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
token member,चिहना रासिया,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
token pay,चिहना दोरमाहा,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
token strike,चिहना हड़ताल,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
tone,1. राहा 2. आड़ाङ,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
tone down,1. आँड़गो 2. रावाल,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
tone up,1. राकाप ् 2. केटे च ् बेनाव,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
tool,हातयार,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
tool down strike,हातयार दोहो हड़ताल,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
top,1. चेतान 2. चुड़ा 3. उसुल,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
topic,1. विषय 2. जिनित,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
top level discussion,1. 1. चेतान रे नाः 2. चेतान रे नाः,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
top management,चेतान रे नाः कामयाः,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
topmost,सानामखोन सेंड़ा,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
top official,चेतान रे न क़ामीय़ाको,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
topography,स्थलाकृति,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
top priority,माड़ाङते ञाम,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
top ranking,माड़ाङ थानित ्,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
top secret,आ़डी उकूयाः,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
torture,आ़डी उकूवाः सांताव,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
total,गुटलेखा,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
total service,गुटलेखा क़ामी,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
tough,केटे च ्,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
tour,दांड़ान,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
tour programme,दांड़ान रे नाः क़ामीहोरा,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
tour report,दांड़ान रिपोर्ट,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
tout,दलाल,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
town (city),1. नगर 2. शहर 3. बाजार,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
township,बाजाराः,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
trace,1. पान्ते 2. तोलास,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
tract,औतह़ाटिञ,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
traction,ओर,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
trade agreement,बेपार एकरार,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
trade union,बेपारिया गाँवता,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
tradition,1. सेदायखोन 2. हापड़ामखोन,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
train,1. रे लकाड़ी 2. सेचेत एम,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
trainee,सेचेत हाताविच ्,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
traineeship,सेचेतक ्‌ ़ामी,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
trainer,सेचेत ् एमोगिच ्,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
training,सेचेत ्,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
training centre,1. सेचेत ् तालमा 2. सेचेत तालमा,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
training college,सेचेत बिरदागाड़,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
training division,सेचेत ् ह़ाटिञ,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
training institute,सेचेत गाड़,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
training period,सेचेत ् रे नाः ओक्तो,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
training programme,सेचेत ् क़मा होरा,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
training unit,सेचेत एलेख,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
trait,जोस,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
traitor,1. गद्‌दार 2. दे शद्रोही,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
tranquility,प्रशांति,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
transaction,1. बेवहार 2. हे वा 3. सोवदा,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
transaction of business,बेपार रे नाः सावदा,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
transcription,1. ओलउच़ाड़ 2. ओनोल,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
transfer,बोदोल,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
transferable goods,बोनोदोल जिनिस,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
transfer entry,बोदोल साँबाव,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
transfer fee,बोनोदोल फी,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
transfer memorandum,बोनोदोल उइह़ार साकाम,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
transfer on deputation,क़ामी रे बोनोदोल,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
transfer order,बोनोदोल रे नाः आदे स,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
transformation,आरुफेराव,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
transit,भेजा,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
transit duty,भेजा रे नाः क़ामी,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
transitional,भेजा रे नाः ओक्तो,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
transit pass,पारोम रे नाः पास,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
transit visa,पारोम रे नाः वीजा,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
transit workshop,पारोम रे नाः क़ामी आसड़ा,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
translation,तोरजोमा,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
transliteration,ओखोरबोदोल,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
transmission,1. संचारण 2. भेजावाः,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
transmit,भेजायेत ् आ,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
transport,1. परिवहन 2. भेजावाःगाड़ी,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
transport allowance,भेजावाः भात्ता,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
transportation,भेजावाः,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
transposition,उलट़ाव,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
trap,1. झाली 2. पासी 3. जालाम,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
travel,दाड़ान,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
travel expenses,दाड़ान खोरोच ्,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
traveller’s cheque,दाड़ान चैक,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
travelling allowance,दाड़ान खोरोच ् गोड़ो टाका,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
travelling allowance bill,दाड़ान गोजड़ो टाका बिल,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
travelling concession,दाडान बाबोत ् छाड़,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
treachery,1. पातयावरापत ु ् 2. पातयावरे धोका,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
treason,राजद्रोह,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
treasury,1. मुऱाई 2. कावड़ा मुऱाई,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
treasury bench,सत्ता पक्ष,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
treasury deposit recipt,क़ावडीमरु ़ाई रे जोमा रसिद,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
treasury receipt,मुऱाई रसिद,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
treasury voucher,मरु ़ाई भावचार,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
treat,1. नेवता 2. बेबहार,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
treaty,1. जोनोड़ 2. गापाते 3. तोनोल,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
treaty of extradition,एपेम रे नाः तोनोल,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
trek,स़ागिञ दांड़ान,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
trend,झुक़ाव,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
trespass,पारोम,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
trial,1. जांच 2. बिड़ाव,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
trial balance,मच़ात ् बिड़ाव,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
trial period,बिड़ाव रे नाः ओक्तो,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
tribal area development,आदिम जाति उतनाव टोठा,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
tribal welfare,आदिम जाति भालाई,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
tribe,1. आदिम जाति 2. आदिवासी,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
tribunal,1. अधिकरण 2. काचहारी,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
tribute,1. मान 2. दल ु ाड़आँजले,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
trim,बाछाव,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
trip,दाड़ान,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
tripartite,पेनेपाहटा,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
triple,पेनेपाहटा,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
triplicate,पेकोपी,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
true copy,सुहीकोपी,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
trunk call,ट्रंक कॉल,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
trust,1. गाँवता 2. पातयाव,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
trustee,पातयाबिच ्,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
trustworthy,गाँवतायिच ्,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
turn down,बारगाल,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
turnkey basis,अद्‌योपांत,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
turnout,1. हाजरी 2. आचुरकाः,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
